loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,term_months,start_date,status
397,375,24,Education Loan,195577.23,9.43,120,2021-01-09,Active
398,13577,59,Education Loan,146407.83,13.83,12,2010-10-08,Defaulted
399,4001,44,Education Loan,406899.74,7.28,24,2023-01-31,Closed
400,40645,124,Personal Loan,258970.49,14.29,180,2014-06-22,Closed
401,13702,66,Education Loan,548673.47,9.46,12,2024-04-18,Closed
402,40209,4,Auto Loan,631058.29,11.81,24,2017-10-03,Active
403,733,57,Business Loan,448299.01,6.97,180,2020-01-20,Defaulted
404,23010,132,Personal Loan,1655685.41,7.9,60,2018-10-18,Closed
405,56437,72,Auto Loan,245593.94,8.92,12,2015-01-26,Active
406,46415,69,Home Loan,689347.25,11.34,36,2017-01-11,Closed
407,41650,74,Gold Loan,425109.75,12.1,60,2023-05-18,Closed
408,23025,111,Education Loan,456212.0,12.17,84,2024-11-10,Active
409,23806,19,Personal Loan,442312.67,12.19,240,2019-01-17,Closed
410,55947,3,Gold Loan,584717.92,11.09,12,2022-11-26,Closed
411,55607,120,Gold Loan,338492.37,9.61,120,2021-06-07,Active
412,46246,76,Auto Loan,1042625.24,11.82,12,2013-12-22,Closed
413,31252,45,Business Loan,885847.42,8.82,60,2016-03-02,Defaulted
414,5937,80,Auto Loan,745139.59,8.57,36,2017-09-23,Active
415,31336,75,Home Loan,51935.5,7.72,36,2022-01-26,Active
416,52571,32,Education Loan,657503.85,12.08,24,2020-01-12,Active
417,45683,28,Gold Loan,471837.65,9.03,12,2011-10-11,Active
418,38977,48,Personal Loan,30405.0,10.84,180,2021-06-29,Active
419,31267,17,Business Loan,738621.24,10.59,12,2016-12-27,Active
420,23462,105,Personal Loan,909538.77,11.41,60,2024-06-29,Closed
421,55260,96,Gold Loan,104393.68,8.09,240,2021-01-26,Active
422,40806,13,Personal Loan,97421.28,16.39,12,2011-01-20,Active
423,9516,100,Personal Loan,318756.84,12.97,180,2024-05-09,Active
424,45429,24,Education Loan,932053.27,10.75,36,2015-09-06,Active
425,50538,146,Gold Loan,79984.06,8.76,60,2019-01-04,Active
426,21153,127,Home Loan,59939.49,13.28,60,2015-02-17,Active
427,24829,65,Gold Loan,1143237.71,11.32,12,2012-01-10,Active
428,54866,11,Auto Loan,190203.58,8.46,12,2015-02-06,Closed
429,33785,42,Education Loan,171715.72,7.06,36,2019-04-20,Active
430,22474,129,Education Loan,75521.48,11.02,240,2011-02-13,Active
431,6613,118,Personal Loan,159647.02,7.79,36,2016-11-22,Active
432,18040,95,Auto Loan,754917.41,9.07,120,2014-03-05,Active
433,5294,24,Gold Loan,399934.03,15.46,180,2010-04-25,Active
434,32940,41,Business Loan,163614.5,11.85,60,2023-02-20,Closed
435,36638,129,Home Loan,87033.1,12.23,84,2025-04-30,Active
436,44992,86,Business Loan,654903.4,10.28,84,2023-07-10,Closed
437,49437,36,Business Loan,146627.81,9.78,36,2025-03-15,Written Off
438,16998,36,Personal Loan,314122.76,14.67,180,2024-10-05,Active
439,58483,133,Education Loan,1115878.81,13.45,60,2018-03-11,Active
440,16212,82,Auto Loan,98522.95,12.01,120,2013-02-20,Active
441,24766,64,Education Loan,259499.27,13.66,84,2016-07-26,Closed
442,47818,87,Home Loan,678910.13,15.34,84,2011-11-03,Active
443,7472,72,Home Loan,470007.59,10.04,180,2023-01-23,Active
444,43875,18,Business Loan,31927.44,15.47,120,2016-06-17,Active
445,25432,6,Business Loan,594636.3,14.31,240,2019-09-15,Active
446,34031,116,Auto Loan,399752.69,7.09,84,2025-05-20,Active
447,19274,42,Business Loan,363896.73,7.02,12,2024-02-23,Active
448,10343,66,Gold Loan,803763.74,12.54,120,2012-09-24,Active
449,50625,48,Gold Loan,341214.25,15.99,60,2016-10-06,Active
450,23935,46,Education Loan,245327.66,13.83,180,2010-06-25,Active
451,36468,138,Home Loan,364134.14,13.11,84,2013-06-23,Closed
452,26757,35,Home Loan,406388.02,15.07,120,2023-08-25,Active
453,37056,121,Education Loan,1174920.15,13.74,12,2010-09-27,Closed
454,39482,127,Gold Loan,256090.21,11.39,180,2018-10-03,Defaulted
455,5716,77,Personal Loan,186539.75,8.7,12,2011-06-29,Active
456,32627,9,Personal Loan,59154.89,8.01,240,2011-07-12,Active
457,34751,106,Personal Loan,571528.24,14.85,180,2010-08-02,Defaulted
458,44597,97,Education Loan,488815.79,14.75,180,2025-02-14,Written Off
459,43020,102,Home Loan,647189.39,6.85,120,2022-09-10,Active
460,42887,32,Gold Loan,285944.85,14.89,60,2018-08-29,Active
461,17867,93,Auto Loan,559005.98,6.67,12,2011-12-23,Active
462,27959,132,Education Loan,522584.09,13.06,60,2024-09-08,Active
463,20026,92,Gold Loan,52653.75,10.85,180,2024-08-06,Active
464,45418,119,Auto Loan,1334601.93,16.26,12,2011-06-28,Active
465,54205,104,Auto Loan,123819.13,6.92,120,2013-09-21,Active
466,51336,27,Personal Loan,119796.23,13.67,84,2017-08-19,Active
467,29743,147,Business Loan,2933018.1,10.4,120,2020-02-14,Active
468,54122,141,Home Loan,1779855.4,12.32,60,2012-03-12,Active
469,10339,30,Business Loan,966439.6,11.39,180,2022-02-09,Active
470,56728,123,Home Loan,360841.88,10.64,60,2021-06-11,Active
471,45236,110,Personal Loan,29196.7,11.42,120,2010-07-29,Defaulted
472,38259,15,Personal Loan,115708.28,13.84,84,2012-09-07,Defaulted
473,44765,8,Business Loan,368031.75,13.88,120,2016-02-17,Active
474,23306,80,Personal Loan,1337870.76,9.01,120,2013-03-16,Active
475,11266,70,Auto Loan,339142.26,6.69,120,2024-10-29,Active
476,10322,10,Business Loan,225554.86,9.58,84,2019-02-23,Active
477,11732,149,Personal Loan,944667.21,15.65,84,2017-05-27,Closed
478,55435,78,Home Loan,1284496.85,10.27,12,2010-11-29,Active
479,19237,133,Personal Loan,585518.07,10.9,12,2021-01-29,Closed
480,8147,80,Personal Loan,464764.34,14.58,120,2015-07-08,Active
481,41911,123,Gold Loan,298730.4,14.32,36,2017-07-02,Defaulted
482,20529,43,Home Loan,619669.84,15.83,84,2016-08-30,Active
483,51572,136,Gold Loan,608501.1,12.63,240,2013-10-23,Active
484,1252,41,Education Loan,123306.57,14.35,120,2019-01-15,Defaulted
485,51906,109,Auto Loan,718742.5,8.17,240,2016-01-30,Active
486,22440,25,Personal Loan,477321.8,10.07,120,2012-07-26,Closed
487,18455,54,Gold Loan,763931.9,7.67,84,2015-02-19,Active
488,58753,136,Gold Loan,311139.29,11.65,60,2012-11-22,Active
489,29270,51,Personal Loan,568913.52,12.9,24,2025-02-17,Active
490,33180,137,Home Loan,438932.18,13.45,240,2016-10-24,Active
491,3199,138,Education Loan,124243.24,7.18,36,2018-07-10,Closed
492,22581,27,Gold Loan,725655.58,9.47,12,2015-10-18,Active
493,8935,36,Auto Loan,203232.97,16.35,240,2013-06-13,Closed
494,30800,140,Personal Loan,196946.89,12.93,84,2021-09-02,Active
495,28652,144,Home Loan,52143.29,11.49,120,2017-09-08,Closed
496,31748,52,Gold Loan,360553.53,11.19,24,2014-06-14,Active
497,44261,41,Education Loan,568700.31,14.2,24,2011-01-19,Active
498,3155,100,Auto Loan,509318.4,9.36,60,2015-05-31,Active
499,37478,9,Business Loan,284857.2,6.68,60,2019-12-31,Active
500,21814,34,Home Loan,54923.32,9.51,120,2023-03-30,Closed
501,16513,92,Business Loan,992136.32,8.18,84,2011-06-13,Active
502,36102,68,Education Loan,48808.05,14.93,84,2019-11-27,Defaulted
503,53825,124,Personal Loan,1776958.51,16.02,240,2012-12-23,Active
504,48558,32,Auto Loan,431450.93,14.68,84,2010-10-30,Active
505,58822,141,Personal Loan,125653.5,8.76,60,2022-10-13,Written Off
506,32913,40,Education Loan,404281.8,13.09,60,2018-12-11,Active
507,25430,105,Education Loan,243569.92,7.53,180,2015-05-19,Active
508,12952,113,Home Loan,1013685.71,8.73,180,2010-07-15,Active
509,48200,123,Auto Loan,755627.23,7.59,84,2024-07-19,Active
510,56735,118,Business Loan,245929.69,8.89,120,2020-07-07,Closed
511,26810,96,Home Loan,22664.25,9.03,12,2021-06-02,Active
512,8099,65,Business Loan,675447.05,7.31,84,2024-02-11,Active
513,811,109,Personal Loan,1367638.24,14.17,12,2018-11-23,Closed
514,3203,35,Business Loan,152011.37,12.08,24,2017-07-12,Active
515,15977,17,Gold Loan,766876.49,8.33,84,2016-09-15,Active
516,22578,19,Business Loan,655382.35,16.03,12,2013-09-13,Active
517,16313,110,Home Loan,263094.71,9.35,120,2010-06-17,Active
518,27283,60,Business Loan,92497.6,11.08,180,2015-08-29,Active
519,26401,33,Business Loan,1967436.78,12.7,84,2017-03-15,Active
520,30193,115,Education Loan,849370.86,10.97,120,2016-08-19,Active
521,25943,65,Auto Loan,102612.78,13.99,120,2013-10-19,Active
522,52933,107,Home Loan,174178.37,10.86,84,2021-07-09,Active
523,55188,72,Home Loan,68085.37,14.1,120,2017-01-24,Closed
524,32219,41,Gold Loan,461549.67,11.22,180,2015-02-27,Active
525,10707,4,Auto Loan,463131.72,11.48,120,2020-10-14,Active
526,59132,60,Education Loan,231047.51,15.22,60,2014-03-22,Active
527,23961,33,Education Loan,264994.12,12.69,120,2019-02-04,Closed
528,32567,121,Education Loan,406704.11,7.63,120,2025-01-20,Closed
529,15362,75,Business Loan,42845.12,10.51,12,2016-06-02,Active
530,24881,82,Personal Loan,1593600.87,15.92,240,2023-04-30,Closed
531,12636,73,Education Loan,257741.55,9.83,36,2014-10-28,Written Off
532,46810,82,Home Loan,642687.86,14.43,12,2013-12-18,Defaulted
533,27847,34,Education Loan,88984.09,7.41,180,2015-12-18,Active
534,4748,64,Gold Loan,318814.62,13.34,24,2010-11-15,Active
535,13582,62,Home Loan,51282.35,13.48,60,2010-01-16,Active
536,38190,120,Education Loan,123348.51,11.11,84,2011-01-09,Active
537,17775,43,Auto Loan,182700.95,12.24,24,2011-10-31,Active
538,51915,140,Auto Loan,677304.76,8.94,12,2024-10-28,Active
539,42110,23,Gold Loan,270488.89,7.55,60,2015-02-04,Active
540,57147,32,Business Loan,80913.99,12.09,84,2011-08-07,Active
541,56582,52,Auto Loan,972116.92,6.72,12,2011-04-21,Active
542,31587,80,Business Loan,56819.24,14.54,180,2012-07-04,Closed
543,57923,131,Business Loan,461462.07,12.5,36,2015-07-28,Active
544,45732,82,Education Loan,251365.22,11.31,240,2019-09-29,Active
545,29321,26,Home Loan,572958.19,10.79,120,2025-03-29,Closed
546,57185,1,Home Loan,48844.14,15.77,36,2014-01-18,Active
547,24773,43,Education Loan,103212.43,6.82,180,2016-10-24,Closed
548,27379,144,Home Loan,42791.41,15.7,12,2016-11-23,Active
549,30128,18,Gold Loan,233067.35,11.03,240,2018-01-02,Active
550,27082,83,Auto Loan,176247.78,13.19,84,2013-04-18,Active
551,17165,94,Auto Loan,682181.5,11.1,120,2018-09-28,Closed
552,46019,47,Business Loan,650612.89,15.66,180,2020-12-18,Active
553,41898,33,Home Loan,996404.46,12.81,60,2023-05-22,Active
554,1862,82,Business Loan,273788.5,10.36,180,2023-04-01,Active
555,35119,123,Auto Loan,782785.57,9.94,12,2015-08-07,Active
556,4615,52,Home Loan,357644.57,16.02,12,2023-10-17,Active
557,47761,79,Gold Loan,166248.5,9.47,36,2016-02-17,Active
558,40175,8,Education Loan,129740.52,9.5,180,2014-05-15,Active
559,130,130,Gold Loan,1070044.86,7.87,60,2015-07-11,Active
560,47026,29,Home Loan,796226.56,8.52,240,2015-10-06,Active
561,25311,22,Business Loan,289775.49,13.97,12,2017-12-14,Defaulted
562,8455,14,Gold Loan,66373.81,11.16,180,2018-10-23,Active
563,46694,62,Gold Loan,324624.48,6.8,120,2021-12-21,Closed
564,54413,22,Home Loan,310484.82,10.1,12,2024-06-06,Active
565,30698,29,Auto Loan,233815.54,13.1,120,2018-05-27,Active
566,41822,113,Business Loan,241635.35,13.52,36,2020-12-22,Active
567,47705,96,Auto Loan,102865.44,11.92,120,2021-01-19,Closed
568,1279,118,Education Loan,125740.69,6.93,240,2013-03-25,Active
569,222,57,Auto Loan,1150879.05,9.2,36,2024-03-20,Defaulted
570,51614,56,Personal Loan,31082.83,9.04,180,2023-05-21,Closed
571,25412,64,Business Loan,388743.28,10.16,180,2013-07-14,Active
572,22234,1,Business Loan,145755.46,14.49,180,2022-07-02,Active
573,28709,148,Personal Loan,106848.63,9.02,60,2024-05-01,Active
574,22261,51,Gold Loan,162494.82,10.78,120,2019-02-27,Active
575,10977,3,Gold Loan,348404.73,8.84,120,2012-11-30,Active
576,32539,16,Business Loan,1260919.87,13.97,36,2024-02-10,Active
577,1849,121,Business Loan,114847.48,6.67,12,2019-12-16,Active
578,29918,120,Gold Loan,413618.31,10.16,60,2018-08-01,Active
579,55624,22,Education Loan,1064264.01,14.69,240,2014-09-01,Active
580,14704,97,Gold Loan,94992.58,9.16,240,2011-06-09,Closed
581,50732,37,Gold Loan,974817.61,11.17,84,2010-05-30,Active
582,3681,64,Business Loan,493634.52,9.85,180,2013-05-28,Active
583,50762,36,Education Loan,126278.43,14.04,240,2024-04-04,Active
584,46362,145,Home Loan,133857.9,12.9,240,2010-09-13,Written Off
585,6601,60,Home Loan,59955.99,12.96,60,2017-08-13,Active
586,58195,22,Education Loan,335526.25,10.31,12,2014-06-06,Active
587,16665,77,Education Loan,129864.34,10.73,240,2017-08-20,Closed
588,44685,70,Gold Loan,40852.24,6.82,24,2021-04-22,Active
589,22673,110,Gold Loan,1263694.71,8.35,84,2013-07-26,Closed
590,16871,137,Gold Loan,96682.9,14.46,24,2023-04-25,Active
591,16745,76,Gold Loan,1462154.01,12.73,12,2022-02-06,Active
592,33639,14,Auto Loan,198993.33,13.6,240,2018-04-28,Closed
593,37090,68,Education Loan,161694.62,13.2,36,2010-06-30,Active
594,20199,116,Education Loan,1029063.99,8.37,60,2011-09-28,Active
595,900,31,Home Loan,661947.57,8.44,84,2015-07-07,Active
596,45592,90,Personal Loan,1144757.6,8.63,60,2011-05-03,Closed
597,56832,146,Personal Loan,333455.93,11.71,180,2020-04-16,Active
598,34085,46,Education Loan,44975.4,6.62,180,2011-04-03,Active
599,5205,119,Personal Loan,1208187.73,11.78,36,2021-07-25,Written Off
600,40614,41,Gold Loan,112336.86,8.59,36,2016-11-09,Closed
601,38313,68,Auto Loan,383543.22,14.84,84,2012-05-26,Active
602,46660,98,Business Loan,227278.98,10.1,84,2012-10-14,Defaulted
603,14287,125,Personal Loan,720685.13,6.63,12,2013-11-23,Defaulted
604,19173,113,Personal Loan,570771.85,8.78,180,2018-05-05,Active
605,8462,14,Personal Loan,675093.3,6.89,12,2011-05-27,Closed
606,4940,44,Auto Loan,711442.25,12.79,84,2015-04-05,Active
607,12878,95,Auto Loan,273260.88,7.77,120,2016-10-29,Active
608,57564,49,Business Loan,979961.05,7.68,120,2011-08-16,Active
609,12171,60,Education Loan,163218.29,15.69,240,2024-02-07,Active
610,10193,144,Education Loan,146623.14,16.46,12,2011-05-22,Closed
611,1429,24,Education Loan,1665040.95,16.12,120,2021-06-16,Closed
612,40390,37,Personal Loan,205413.31,7.23,24,2024-03-04,Closed
613,23537,95,Home Loan,310093.23,11.7,240,2014-08-29,Active
614,9559,52,Personal Loan,552889.77,15.83,84,2011-10-13,Active
615,6933,135,Home Loan,344251.13,13.43,84,2013-08-31,Active
616,38224,150,Personal Loan,124732.18,8.17,180,2025-01-22,Active
617,59617,142,Home Loan,197725.05,9.69,240,2020-09-14,Active
618,26713,7,Home Loan,568447.8,13.66,12,2019-12-09,Defaulted
619,31714,38,Auto Loan,244584.94,7.49,84,2016-08-14,Active
620,30028,110,Business Loan,75735.49,7.75,24,2019-05-27,Closed
621,54116,74,Personal Loan,735515.9,8.6,36,2012-01-20,Active
622,50276,62,Business Loan,221367.38,13.51,60,2021-01-09,Active
623,2805,14,Business Loan,1605750.59,8.9,36,2016-05-24,Active
624,59893,126,Home Loan,190880.97,8.37,120,2022-11-26,Active
625,6078,59,Gold Loan,1672977.7,11.89,60,2015-06-17,Closed
626,50249,65,Business Loan,396048.72,8.07,12,2015-05-24,Closed
627,14138,119,Education Loan,380572.7,15.07,84,2013-02-23,Active
628,43687,80,Auto Loan,147613.93,13.88,120,2023-10-21,Active
629,36037,98,Home Loan,527334.77,12.24,120,2014-05-15,Active
630,48784,146,Gold Loan,121841.38,10.09,84,2025-04-03,Active
631,54805,3,Auto Loan,64648.15,8.39,240,2018-06-06,Defaulted
632,34910,147,Gold Loan,224853.76,15.45,120,2017-09-15,Active
633,36076,144,Business Loan,113292.82,11.85,240,2017-07-15,Active
634,22286,48,Home Loan,784032.53,15.52,24,2024-05-10,Active
635,46226,131,Business Loan,352389.87,6.52,120,2023-08-12,Active
636,63,100,Business Loan,36494.76,8.55,180,2020-11-08,Active
637,33949,11,Home Loan,606786.35,10.6,24,2023-01-23,Closed
638,38914,116,Gold Loan,74520.01,7.81,180,2022-11-15,Active
639,23499,14,Education Loan,205171.61,7.83,120,2010-02-16,Active
640,49993,111,Personal Loan,223688.51,11.71,240,2013-08-30,Closed
641,16047,140,Auto Loan,341398.81,10.09,24,2021-10-21,Defaulted
642,54905,5,Auto Loan,332395.78,10.02,12,2018-10-29,Defaulted
643,14081,25,Home Loan,60888.79,10.2,120,2015-07-16,Active
644,14143,36,Auto Loan,695479.15,13.45,84,2020-01-15,Active
645,26387,57,Personal Loan,139183.06,14.38,240,2018-05-20,Defaulted
646,18192,83,Education Loan,361857.33,14.42,180,2013-09-28,Closed
647,47093,83,Auto Loan,217362.35,7.23,12,2011-04-08,Defaulted
648,24068,50,Education Loan,45425.33,14.69,240,2022-12-12,Active
649,43052,134,Business Loan,32250.4,13.92,240,2023-01-06,Written Off
650,26958,36,Business Loan,339145.8,10.79,180,2024-05-30,Closed
651,51373,132,Gold Loan,530894.9,11.3,24,2024-07-20,Active
652,26866,62,Personal Loan,147451.57,8.78,120,2016-02-20,Closed
653,5114,116,Business Loan,33761.53,12.61,24,2021-04-01,Closed
654,24327,98,Gold Loan,277279.57,13.74,36,2016-04-16,Active
655,22288,9,Business Loan,155069.73,16.31,180,2020-04-07,Active
656,45000,49,Personal Loan,115167.76,11.19,180,2016-11-01,Defaulted
657,31393,129,Education Loan,37838.5,13.3,180,2015-08-17,Active
658,8578,132,Education Loan,442779.65,12.08,60,2021-04-04,Active
659,31677,67,Personal Loan,84558.32,16.34,240,2012-05-17,Active
660,14416,57,Auto Loan,223629.57,8.51,12,2012-09-26,Active
661,47375,18,Personal Loan,634243.5,7.19,24,2016-11-11,Active
662,42823,66,Education Loan,282667.46,9.45,36,2024-11-01,Closed
663,37651,66,Gold Loan,100741.57,9.52,180,2024-06-24,Closed
664,30282,11,Gold Loan,239099.89,6.88,84,2021-02-08,Written Off
665,36172,49,Personal Loan,833602.58,13.35,60,2010-01-25,Defaulted
666,59620,34,Business Loan,1118679.27,14.54,60,2024-04-22,Active
667,43101,135,Business Loan,138642.4,6.61,24,2020-10-25,Active
668,31091,60,Education Loan,472506.52,12.87,60,2024-12-02,Closed
669,46126,148,Auto Loan,200067.43,13.33,36,2014-10-07,Closed
670,36795,103,Auto Loan,166158.19,9.69,84,2011-11-29,Active
671,24198,103,Education Loan,181854.99,9.33,240,2018-02-02,Active
672,23358,117,Gold Loan,385785.18,10.66,12,2015-04-07,Active
673,12408,96,Education Loan,606584.12,15.05,24,2024-11-23,Closed
674,44990,149,Business Loan,757056.91,11.13,24,2024-02-28,Defaulted
675,51414,150,Auto Loan,1102480.48,15.73,12,2023-06-06,Closed
676,22003,11,Auto Loan,134451.69,15.73,24,2017-11-15,Active
677,49106,149,Personal Loan,23623.92,9.97,24,2020-12-16,Active
678,44144,101,Personal Loan,130420.99,7.11,12,2021-02-09,Closed
679,48875,44,Auto Loan,1857489.85,15.74,12,2020-09-21,Active
680,5095,83,Personal Loan,52637.73,10.11,36,2015-10-11,Closed
681,55263,25,Home Loan,633577.85,16.38,84,2019-10-05,Active
682,33303,62,Auto Loan,499901.69,10.4,120,2024-03-19,Active
683,29823,65,Home Loan,966794.23,15.9,240,2012-03-25,Active
684,3880,128,Home Loan,28853.38,13.13,36,2021-01-02,Active
685,51466,51,Auto Loan,695411.33,12.85,240,2013-12-22,Active
686,34511,42,Gold Loan,320379.39,15.98,84,2011-05-10,Closed
687,26760,44,Personal Loan,335775.84,7.97,240,2024-06-22,Closed
688,39217,45,Home Loan,424373.54,8.75,120,2014-03-31,Defaulted
689,24414,119,Auto Loan,1342798.06,15.2,240,2018-03-23,Closed
690,55487,139,Home Loan,576777.61,13.16,60,2022-01-11,Active
691,16785,79,Auto Loan,1047306.13,6.55,24,2015-11-02,Active
692,53258,66,Personal Loan,214746.54,6.93,180,2020-02-14,Closed
693,43146,51,Education Loan,729558.25,15.82,36,2018-05-20,Active
694,3747,112,Home Loan,36537.55,9.87,84,2023-02-10,Active
695,31506,68,Auto Loan,321215.53,14.86,180,2020-04-01,Active
696,19159,147,Business Loan,603075.03,7.88,12,2015-01-15,Active
697,55496,59,Business Loan,269326.65,8.14,84,2015-02-17,Active
698,50703,39,Auto Loan,984194.32,13.51,240,2017-01-13,Active
699,39260,59,Education Loan,328508.22,7.21,180,2022-11-21,Active
700,9036,116,Education Loan,297435.23,15.86,120,2013-01-13,Active
701,44868,125,Personal Loan,1704121.79,7.18,180,2020-10-15,Active
702,25585,16,Education Loan,390875.87,11.25,180,2015-01-29,Active
703,39022,100,Education Loan,187685.26,15.83,240,2020-06-28,Active
704,34002,13,Education Loan,126159.58,10.53,24,2019-02-26,Closed
705,59779,96,Home Loan,113947.98,12.98,180,2015-10-12,Active
706,8479,20,Gold Loan,534933.15,6.85,120,2018-09-03,Active
707,17069,103,Auto Loan,435513.2,10.06,24,2021-11-07,Active
708,37980,76,Education Loan,538816.82,8.23,84,2015-03-16,Active
709,5656,22,Business Loan,368561.28,13.54,84,2024-09-27,Active
710,14708,77,Education Loan,125439.39,10.86,120,2020-07-14,Closed
711,1065,32,Education Loan,749785.2,15.8,120,2021-06-05,Active
712,57332,117,Gold Loan,316615.62,9.69,240,2016-10-07,Written Off
713,5263,17,Gold Loan,359240.25,8.67,120,2018-08-30,Closed
714,31396,83,Home Loan,387898.61,8.7,84,2018-02-20,Active
715,29787,93,Auto Loan,438417.42,12.34,12,2013-05-06,Active
716,25274,68,Home Loan,92680.31,16.11,60,2017-05-21,Active
717,35046,64,Personal Loan,862488.25,9.73,120,2015-04-30,Written Off
718,42009,12,Education Loan,812910.18,7.38,120,2021-05-20,Active
719,54140,105,Auto Loan,310449.78,9.48,120,2021-03-31,Active
720,27442,63,Home Loan,340063.02,9.9,84,2013-08-30,Closed
721,25602,109,Home Loan,157401.56,14.09,36,2022-12-10,Active
722,28017,29,Personal Loan,116952.28,10.48,36,2012-04-10,Active
