Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PlayerID,AstPer90,G+APer90,GlsPer90,G-PKPer90,G+A-PKPer90,SecondPos
598,Nicolás Tagliafico,DF,ar Argentina,29,1.fr Lyon,1992,6,3,373,4.1,0,0,0,0,0,0,0,0,f0661424,0.0,0.0,0.0,0.0,0.0,N/A
599,Montassar Talbi,DF,tn Tunisia,24,1.fr Lorient,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,a4a44eb0,0.0,0.0,0.0,0.0,0.0,N/A
600,Hassan Al Tambakti,DF,sa Saudi Arabia,23,1.sa Al-Shabab,1999,2,2,180,2.0,0,0,0,0,0,0,1,0,6d78c320,0.0,0.0,0.0,0.0,0.0,N/A
601,Ao Tanaka,MF,jp Japan,23,2.de Düsseldorf,1998,3,2,171,1.9,1,0,1,1,0,0,0,0,1d36d6b6,0.0,0.53,0.53,0.53,0.53,N/A
602,Shogo Taniguchi,DF,jp Japan,30,1.jp Kawasaki F.,1991,2,2,210,2.3,0,0,0,0,0,0,1,0,828a9c47,0.0,0.0,0.0,0.0,0.0,N/A
603,Mehdi Taremi,FW,ir IR Iran,29,1.pt Porto,1992,3,3,270,3.0,2,1,3,1,1,1,0,0,4c2a5d34,0.33,1.0,0.67,0.33,0.67,MF
604,Kenneth Taylor,MF,nl Netherlands,20,1.nl Ajax,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,ad9b2747,0.0,0.0,0.0,0.0,0.0,N/A
605,Aurélien Tchouaméni,MF,fr France,22,1.es Real Madrid,2000,7,7,621,6.9,1,0,1,1,0,0,1,0,4f255115,0.0,0.14,0.14,0.14,0.14,N/A
606,Yeltsin Tejeda,MF,cr Costa Rica,30,1.cr Herediano,1992,3,3,269,3.0,1,1,2,1,0,0,0,0,74319b04,0.33,0.67,0.33,0.33,0.67,N/A
607,Alex Telles,DF,br Brazil,29,1.es Sevilla,1992,2,1,59,0.7,0,0,0,0,0,0,0,0,e73c9bb2,0.0,0.0,0.0,0.0,0.0,N/A
608,Sorba Thomas,FW,wls Wales,22,2.eng Huddersfield,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,8725a42e,0.0,0.0,0.0,0.0,0.0,MF
609,Marcus Thuram,FW,fr France,24,1.de Gladbach,1997,5,0,151,1.7,0,2,2,0,0,0,1,0,6f8cd6d0,1.19,1.19,0.0,0.0,1.19,MF
610,Youri Tielemans,MF,be Belgium,25,1.eng Leicester City,1997,3,1,95,1.1,0,0,0,0,0,0,0,0,56f7a928,0.0,0.0,0.0,0.0,0.0,N/A
611,Jurriën Timber,DF,nl Netherlands,20,1.nl Ajax,2001,4,4,390,4.3,0,0,0,0,0,0,1,0,41034650,0.0,0.0,0.0,0.0,0.0,N/A
612,Karl Toko Ekambi,FW,cm Cameroon,29,1.fr Lyon,1992,3,2,166,1.8,0,0,0,0,0,0,0,0,5ceba7fc,0.0,0.0,0.0,0.0,0.0,N/A
613,Nouhou Tolo,DF,cm Cameroon,24,1.us Seattle Sounders,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0796512f,0.0,0.0,0.0,0.0,0.0,N/A
614,Takehiro Tomiyasu,DF,jp Japan,23,1.eng Arsenal,1998,3,1,187,2.1,0,0,0,0,0,0,0,0,b3af9be1,0.0,0.0,0.0,0.0,0.0,N/A
615,Mehdi Torabi,MF,ir IR Iran,27,1.ir Persepolis,1994,3,0,62,0.7,0,0,0,0,0,0,0,0,74567feb,0.0,0.0,0.0,0.0,0.0,N/A
616,Félix Torres Caicedo,DF,ec Ecuador,25,1.mx Santos Laguna,1997,3,3,270,3.0,0,1,1,0,0,0,0,0,c0a8860f,0.33,0.33,0.0,0.0,0.33,N/A
617,Ferran Torres,FW,es Spain,22,1.es Barcelona,2000,4,3,217,2.4,2,0,2,1,1,1,0,0,9e1035f8,0.0,0.83,0.83,0.41,0.41,N/A
618,Gerson Torres,MF,cr Costa Rica,24,1.cr Herediano,1997,1,1,64,0.7,0,0,0,0,0,0,0,0,d56713ff,0.0,0.0,0.0,0.0,0.0,N/A
619,Pau Torres,DF,es Spain,25,1.es Villarreal,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,532e1e4f,0.0,0.0,0.0,0.0,0.0,N/A
620,Kieran Trippier,DF,eng England,31,1.eng Newcastle,1990,3,2,206,2.3,0,0,0,0,0,0,0,0,21512407,0.0,0.0,0.0,0.0,0.0,N/A
621,Leandro Trossard,FW,be Belgium,27,1.eng Brighton,1994,3,1,103,1.1,0,0,0,0,0,0,0,0,38ceb24a,0.0,0.0,0.0,0.0,0.0,N/A
622,Matt Turner,GK,us United States,27,1.eng Arsenal,1994,4,4,360,4.0,0,0,0,0,0,0,0,0,4a51ba65,0.0,0.0,0.0,0.0,0.0,N/A
623,Ayase Ueda,FW,jp Japan,23,1.be Cercle Brugge,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,c0295327,0.0,0.0,0.0,0.0,0.0,N/A
624,Hwang Ui-jo,FW,kr Korea Republic,29,1.gr Olympiacos,1992,4,1,106,1.2,0,0,0,0,0,0,0,0,a2d873dd,0.0,0.0,0.0,0.0,0.0,N/A
625,Dayot Upamecano,DF,fr France,23,1.de Bayern Munich,1998,5,5,480,5.3,0,0,0,0,0,0,0,0,d248cd8f,0.0,0.0,0.0,0.0,0.0,N/A
626,Enner Valencia,FW,ec Ecuador,32,1.tr Fenerbahçe,1989,3,3,255,2.8,3,0,3,2,1,1,0,0,fb485406,0.0,1.06,1.06,0.71,0.71,N/A
627,Federico Valverde,MF,uy Uruguay,23,1.es Real Madrid,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0959c2a2,0.0,0.0,0.0,0.0,0.0,N/A
628,Virgil van Dijk,DF,nl Netherlands,30,1.eng Liverpool,1991,5,5,480,5.3,0,0,0,0,0,0,0,0,e06683ca,0.0,0.0,0.0,0.0,0.0,N/A
629,Raphaël Varane,DF,fr France,29,1.eng Manchester Utd,1993,6,6,518,5.8,0,0,0,0,0,0,0,0,9f8e9423,0.0,0.0,0.0,0.0,0.0,N/A
630,Guillermo Varela,MF,uy Uruguay,29,1.br Flamengo,1993,3,2,183,2.0,0,0,0,0,0,0,0,0,5c961282,0.0,0.0,0.0,0.0,0.0,DF
631,Ruben Vargas,MF,ch Switzerland,23,1.de Augsburg,1998,4,4,285,3.2,0,1,1,0,0,0,1,0,6ecbddf6,0.32,0.32,0.0,0.0,0.32,FW
632,Matías Vecino,MF,uy Uruguay,30,1.it Lazio,1991,3,2,195,2.2,0,0,0,0,0,0,0,0,44ac04e9,0.0,0.0,0.0,0.0,0.0,N/A
633,Alexis Vega,FW,mx Mexico,24,1.mx Guadalajara,1997,3,3,193,2.1,0,0,0,0,0,0,0,0,f40f4c38,0.0,0.0,0.0,0.0,0.0,MF
634,Miloš Veljković,DF,rs Serbia,26,1.de Werder Bremen,1995,3,3,221,2.5,0,0,0,0,0,0,0,0,a5ae8f8e,0.0,0.0,0.0,0.0,0.0,N/A
635,Johan Venegas,FW,cr Costa Rica,33,1.cr Alajuelense,1988,1,1,73,0.8,0,0,0,0,0,0,0,0,5eadd340,0.0,0.0,0.0,0.0,0.0,N/A
636,Jordan Veretout,MF,fr France,29,1.fr Marseille,1993,1,1,62,0.7,0,0,0,0,0,0,0,0,4a56052c,0.0,0.0,0.0,0.0,0.0,N/A
637,Jan Vertonghen,DF,be Belgium,35,1.be Anderlecht,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,ba23a904,0.0,0.0,0.0,0.0,0.0,N/A
638,Matías Viña,DF,uy Uruguay,24,1.it Roma,1997,2,0,17,0.2,0,0,0,0,0,0,0,0,08eb3b58,0.0,0.0,0.0,0.0,0.0,MF
639,Vitinha,FW,pt Portugal,22,1.fr PSG,2000,3,1,120,1.3,0,0,0,0,0,0,1,0,3b029691,0.0,0.0,0.0,0.0,0.0,N/A
640,Steven Vitória,DF,ca Canada,35,1.pt Chaves,1987,3,3,270,3.0,0,0,0,0,0,0,1,0,9bc450e6,0.0,0.0,0.0,0.0,0.0,N/A
641,Dušan Vlahović,FW,rs Serbia,22,1.it Juventus,2000,2,1,79,0.9,1,0,1,1,0,0,0,0,79443529,0.0,1.14,1.14,1.14,1.14,N/A
642,Nikola Vlašić,FW,hr Croatia,24,1.it Torino,1997,6,1,209,2.3,0,0,0,0,0,0,0,0,aa8e289e,0.0,0.0,0.0,0.0,0.0,N/A
643,Mohammed Waad,MF,qa Qatar,22,1.qa Al Sadd,1999,2,0,28,0.3,0,0,0,0,0,0,0,0,94e8df02,0.0,0.0,0.0,0.0,0.0,N/A
644,Kyle Walker,DF,eng England,32,1.eng Manchester City,1990,3,3,236,2.6,0,0,0,0,0,0,0,0,86dd77d1,0.0,0.0,0.0,0.0,0.0,N/A
645,Danny Ward,GK,wls Wales,28,1.eng Leicester City,1993,2,1,94,1.0,0,0,0,0,0,0,0,0,d3ce0e89,0.0,0.0,0.0,0.0,0.0,N/A
646,Kendall Waston,DF,cr Costa Rica,34,1.cr Saprissa,1988,3,2,225,2.5,0,0,0,0,0,0,0,0,02ea59b0,0.0,0.0,0.0,0.0,0.0,N/A
647,Timothy Weah,FW,us United States,22,1.fr Lille,2000,4,4,316,3.5,1,0,1,1,0,0,0,0,8eec784d,0.0,0.28,0.28,0.28,0.28,N/A
648,Wout Weghorst,FW,nl Netherlands,29,1.tr Beşiktaş,1992,4,0,64,0.7,2,0,2,2,0,0,1,0,c4e87b8b,0.0,2.81,2.81,2.81,2.81,N/A
649,Wéverton,GK,br Brazil,34,1.br Palmeiras,1987,1,0,11,0.1,0,0,0,0,0,0,0,0,81be82e9,0.0,0.0,0.0,0.0,0.0,N/A
650,Silvan Widmer,DF,ch Switzerland,29,1.de Mainz 05,1993,3,3,265,2.9,0,1,1,0,0,0,1,0,f68b64fc,0.34,0.34,0.0,0.0,0.34,N/A
651,Iñaki Williams,FW,gh Ghana,27,1.es Athletic Club,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,6a99e0b1,0.0,0.0,0.0,0.0,0.0,MF
652,Neco Williams,DF,wls Wales,21,1.eng Nottingham,2001,3,3,204,2.3,0,0,0,0,0,0,0,0,dd323728,0.0,0.0,0.0,0.0,0.0,MF
653,Nico Williams,FW,es Spain,19,1.es Athletic Club,2002,4,1,146,1.6,0,0,0,0,0,0,0,0,afdc14d7,0.0,0.0,0.0,0.0,0.0,N/A
654,Callum Wilson,FW,eng England,30,1.eng Newcastle,1992,2,0,48,0.5,0,1,1,0,0,0,0,0,c596fcb0,1.87,1.87,0.0,0.0,1.87,N/A
655,Harry Wilson,MF,wls Wales,25,1.eng Fulham,1997,3,2,160,1.8,0,0,0,0,0,0,0,0,c6dc9ecd,0.0,0.0,0.0,0.0,0.0,N/A
656,Roan Wilson,FW,cr Costa Rica,20,1.cr Municipal Grecia,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,719300f2,0.0,0.0,0.0,0.0,0.0,N/A
657,Axel Witsel,MF,be Belgium,33,1.es Atlético Madrid,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,5dfc6ad5,0.0,0.0,0.0,0.0,0.0,N/A
658,Jeong Woo-yeong,MF,kr Korea Republic,22,1.de Freiburg,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,6190474d,0.0,0.0,0.0,0.0,0.0,N/A
659,Jung Woo-young,MF,kr Korea Republic,32,1.qa Al Sadd,1989,4,4,303,3.4,0,0,0,0,0,0,2,0,858a34b8,0.0,0.0,0.0,0.0,0.0,N/A
660,Christopher Wooh,DF,cm Cameroon,20,1.fr Rennes,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,b003239d,0.0,0.0,0.0,0.0,0.0,N/A
661,David Wotherspoon,MF,ca Canada,32,1.sct St Johnstone,1990,1,0,15,0.2,0,0,0,0,0,0,0,0,e9a9b1fa,0.0,0.0,0.0,0.0,0.0,N/A
662,Bailey Wright,DF,au Australia,29,2.eng Sunderland,1992,1,0,17,0.2,0,0,0,0,0,0,0,0,4be70ecf,0.0,0.0,0.0,0.0,0.0,N/A
663,Haji Wright,FW,us United States,24,1.tr Antalyaspor,1998,4,1,137,1.5,1,0,1,1,0,0,0,0,91cd37b7,0.0,0.66,0.66,0.66,0.66,N/A
664,Granit Xhaka,MF,ch Switzerland,29,1.eng Arsenal,1992,4,4,360,4.0,0,0,0,0,0,0,1,0,e61b8aee,0.0,0.0,0.0,0.0,0.0,N/A
665,Miki Yamane,DF,jp Japan,28,1.jp Kawasaki F.,1993,1,1,61,0.7,0,0,0,0,0,0,1,0,b712e02d,0.0,0.0,0.0,0.0,0.0,N/A
666,Jawad El Yamiq,DF,ma Morocco,30,1.es Valladolid,1992,6,3,309,3.4,0,0,0,0,0,0,0,0,f6f6b6e8,0.0,0.0,0.0,0.0,0.0,N/A
667,Taha Yassine Khenissi,FW,tn Tunisia,30,1.kw Kuwait SC,1992,2,0,29,0.3,0,0,0,0,0,0,1,0,44d6aedb,0.0,0.0,0.0,0.0,0.0,N/A
668,DeAndre Yedlin,DF,us United States,28,1.us Inter Miami,1993,2,0,33,0.4,0,0,0,0,0,0,0,0,ae0a7ddf,0.0,0.0,0.0,0.0,0.0,MF
669,Maya Yoshida,DF,jp Japan,33,1.de Schalke 04,1988,4,4,390,4.3,0,1,1,0,0,0,1,0,caffaf5a,0.23,0.23,0.0,0.0,0.23,N/A
670,Kim Young-gwon,DF,kr Korea Republic,32,1.kr Ulsan Hyundai,1990,4,4,350,3.9,1,0,1,1,0,0,1,0,9459ace1,0.0,0.26,0.26,0.26,0.26,N/A
671,Cho Yu-min,DF,kr Korea Republic,25,2.kr Daejeon Hana,1996,1,0,1,0.0,0,0,0,0,0,0,0,0,7a4529dc,0.0,0.0,0.0,0.0,0.0,N/A
672,Denis Zakaria,DF,ch Switzerland,25,1.eng Chelsea,1996,2,0,59,0.7,0,0,0,0,0,0,0,0,384d58d9,0.0,0.0,0.0,0.0,0.0,MF
673,Nicola Zalewski,MF,pl Poland,20,1.it Roma,2002,2,1,65,0.7,0,0,0,0,0,0,0,0,45191c29,0.0,0.0,0.0,0.0,0.0,N/A
674,Álvaro Zamora,FW,cr Costa Rica,20,1.cr Saprissa,2002,1,0,30,0.3,0,0,0,0,0,0,0,0,d050756d,0.0,0.0,0.0,0.0,0.0,N/A
675,Anass Zaroury,FW,ma Morocco,21,2.eng Burnley,2000,1,0,27,0.3,0,0,0,0,0,0,0,0,07d65234,0.0,0.0,0.0,0.0,0.0,MF
676,Piotr Zieliński,MF,pl Poland,28,1.it Napoli,1994,4,4,328,3.6,1,0,1,1,0,0,0,0,a5296e55,0.0,0.27,0.27,0.27,0.27,N/A
677,Walker Zimmerman,DF,us United States,29,1.us Nashville SC,1993,4,3,279,3.1,0,0,0,0,0,0,0,0,220fa883,0.0,0.0,0.0,0.0,0.0,N/A
678,Andrija Živković,MF,rs Serbia,25,1.gr PAOK,1996,3,3,210,2.3,0,2,2,0,0,0,0,0,321f83a2,0.86,0.86,0.0,0.0,0.86,N/A
679,Hakim Ziyech,FW,ma Morocco,29,1.eng Chelsea,1993,7,7,635,7.1,1,1,2,1,0,0,0,0,6622454d,0.14,0.28,0.14,0.14,0.28,MF
